datetime,channel,message_id,url,category,country,subject,original,english
2025-12-10 14:34:35,@asiaplus,91907,https://t.me/asiaplus/91907,domestic politics,unknown,,", ?

#

 , , .

 , . . 8 9 , .

 ? - .
____ 
: SportBar . , 
 .","What to do for pensioners who can't come to the office for re-registration? #asked, answered. Elderly pensioners and those with disabilities due to health reasons that cannot come to the office will have their registration done at home by agency staff. Also, in the Agency of Pensions and Social Protection, they were informed that all pensioners must go through a relocation based on their place of residence. For this, you need to visit local offices with identification documents. During the re-registration period, offices work without weekends from 8 AM to 9 PM, and the procedure is free. Do you have any questions? - write us in direct messages."
2025-12-10 14:46:55,@asiaplus,91908,https://t.me/asiaplus/91908,domestic politics,unknown,,", , , . 

 , 25 2025 , , , , , Mirror.

 , , , 25 . , .

 , : , . , .

 Telegram","A man from Ghana named Ebosus Jesus is gaining popularity on social media after videos showing him building eight wooden boats. He claims he will finish them by December 25, 2025 - the date when, according to him, a worldwide flood will begin and he wants to save humanity. He says he received a divine vision warning of three-year rain starting on that day. His plan is to live on the boat for the entire period. Meanwhile, skeptics point out technical problems: lack of engines, rudder, and sufficient strength of the hull. Commentators note that even in a major flood, such boats would likely not last long on water or be controllable."
2025-12-10 15:02:02,@asiaplus,91909,https://t.me/asiaplus/91909,domestic politics,unknown,,". , 

, !",Reminder about penalties for importing firecrackers in Tajikistan. There are also fines for using fireworks by your children!
2025-12-10 15:22:02,@asiaplus,91910,https://t.me/asiaplus/91910,foreign relations,Tajikistan,,"- !

 14 .

 , , , . .

 -.

 . , , .

 Telegram","The school of young content makers 'Asia-Plus' has ended. Eight intense weeks and 14 beginners in journalism and content creation have made a powerful leap forward. Participants learned to create quality content, verify facts, work with AI, promote materials on social media, and edit their projects. The most active received certificates and commemorative gifts. At the final ceremony, participants presented their own projects - some of which are already published on 'Asia-Plus' website. The Ambassador of EU in Tajikistan Radoslav Darasky attended the event and noted that the efforts of young specialists impress him, and the development of their skills is an important contribution to creating strong and responsible media content."
2025-12-10 15:42:02,@asiaplus,91920,https://t.me/asiaplus/91920,domestic politics,unknown,,"10 

 : 95,5%

 : , ?

 , ?

 

 RC Cola Tajikistan

 

 -

 - 

 

 

 Telegram","Highlights from the evening news on December 10th in Tajikistan: vaccination progress against HPV, uranium legacy cleanup costs, pensioner registration issues, student death investigation, fake RC Cola messages, low daily AI usage rate, artist son's business success, journalist award, cultural heritage inclusion, and three judoists receiving international certifications."
2025-12-11 02:02:02,@asiaplus,91921,https://t.me/asiaplus/91921,domestic politics,unknown,,"! 

 11 

 +17...+19C, , .

 +6...+8C, , .

 +8...+10C, , , .

 , , . : +12...+17C, +5...+10C.

 , , . +15...+17C.
____
 Telegram","! 

 11 

 +17...+19C, , .

 +6...+8C, , .

 +8...+10C, , , .

 , , . : +12...+17C, +5...+10C.

 , , . +15...+17C.
____
 Telegram"
2025-12-11 02:33:02,@asiaplus,91922,https://t.me/asiaplus/91922,domestic politics,unknown,,IBT https://t.me/ibt_tajikistan,IBT https://t.me/ibt_tajikistan
2025-12-11 03:18:02,@asiaplus,91924,https://t.me/asiaplus/91924,macroeconomics,unknown,"prices, inflation",.,"In Tajikistan, liquefied gas has fallen in price after two weeks of rising prices. The antimonopoly service explained the reason."
2025-12-11 03:38:02,@asiaplus,91925,https://t.me/asiaplus/91925,foreign relations,unknown,,", 200 , , .

 , (2290). 4 6 .

 :
 (1844) 4/6,
 (1814) 4/6,
 (1502) 3/6.

 Telegram","Tajik chess players are participating in the President Cup of Uzbekistan. In Tashkent, an international tournament is taking place with over 200 participants, including FIDE masters from various countries, including Tajikistan. Ali Sher Karimov (2290), the current country champion, has scored 4 out of 6 and holds a position in the upper part of the table. In group 'B', players are: Saidaakhror Kurbonov (1844) - 4/6, Nagmat Ziyaev (1814) - 4/6, Ahmad Saidakramzoda (1502) - 3/6. More news Telegram"
2025-12-11 03:58:23,@asiaplus,91928,https://t.me/asiaplus/91928,foreign relations,Tajikistan,,", 

 , , , .

 10 , -, , .

 , , 26 30 , 5 , 5 .

 , .

 , .

 .

 Telegram","China demanded that the Taliban investigate the killing of its citizens in Tajikistan, carried out from Afghan territory. UN representative Fu Kun urged the government of the Taliban to conduct a 'serious investigation' into the death of Chinese citizens in Tajikistan as a result of attacks carried out from Afghan territory."
2025-12-11 04:15:34,@asiaplus,91929,https://t.me/asiaplus/91929,domestic politics,Kyrgyz Republic,,". 10 , , .

 . , .

 , , . .

 : .

 . , .

 Telegram","The Constitutional Court of Kyrgyzstan blocked the idea of reinstating capital punishment. The court ruled that such a measure is unconstitutional and violates international obligations. President Sadyr Japarov requested to reintroduce capital punishment for raping children and murder, committed with rape. The court emphasized human rights as the highest value in the Constitution and protection of life and prohibition of capital punishment are fundamental principles. It also noted Kyrgyzstan's international commitments: norms of international law are part of the legal system."
2025-12-11 04:35:12,@asiaplus,91930,https://t.me/asiaplus/91930,domestic politics,unknown,,", .

 10 3:2 , .

 10 . , , 5 .

 Telegram","The team 'Sipar' from Hudjand won the Tajikistan Cup football five championship, defeating in the final the Dushanbe team 'So-ro company'. The final match between the two teams took place on December 10th in Dushanbe and ended with a score of 3:2 in favor of the coach's students Sergei Koridze from Ukraine, who leads 'Sipar'. Thanks to this victory, 'Sipar' won the Cup of Tajikistan and received 10 thousand somoni prize money. The second place team 'So-ro company' was awarded with 5 thousand somoni."
2025-12-11 04:55:02,@asiaplus,91932,https://t.me/asiaplus/91932,domestic politics,Uzbekistan,,"-2025 . .

 50- , .","Supporters of the 'Hojjat' football club have sent a program for its development to the chairman of Sogd Region Radjab Ahmadzoda. The fans prepared a detailed analysis of the season-2025 results and submitted it. They outlined key problems with the team and proposed reforms in management and player training. The reason was approaching the 50th anniversary of the club, which supporters want to turn into an update point."
2025-12-11 05:14:02,@asiaplus,91933,https://t.me/asiaplus/91933,domestic politics,unknown,,"2025 

 Wildlife Comedy Awards 10 000 108 . 45 .

 . .

 , . , , , .

 Telegram","A photo of a gorilla baby dancing became the funniest in 2025. Wildlife Comedy Awards jury announced winners - about 10,000 works from 108 countries were submitted. The main prize went to Mark Meta Cohen's British photographer for his 'Give Five' shot taken during an expedition in Virunga mountains in Rwanda. The baby gorilla performed acrobatics and jumped high with its legs."
2025-12-11 05:32:57,@asiaplus,91943,https://t.me/asiaplus/91943,macroeconomics,unknown,"trade, exports, imports, investment, fdi","(KOICA) $6,5 , . 

 20252030 , 20212025 .

 , , .

 KOICA - , . 

 Telegram","Ministry of Economic Development and Trade of Tajikistan and Korea International Cooperation Agency (KOICA) signed a protocol of negotiations on the implementation of a grant project worth $6.5 million to develop digitalization of state functions. The document was signed within declared 2025-2030 years 'Years of development of digital economy and innovations', as well as in order to implement activities 'Medium-term program for the development of digital economy on 2021-2025 years'. Within the project, it is planned to create a unified platform for monitoring and evaluating strategic documents, as well as digitization of coordination and distribution processes of applicants in higher, secondary and vocational education institutions. Director of KOICA Kang Sung-hun noted that the agency will provide all necessary resources for successful implementation of industry projects."
2025-12-11 05:50:01,@asiaplus,91945,https://t.me/asiaplus/91945,domestic politics,unknown,,"?

 :
- QR-;
- 
- 

 - .
____","How to pay for parking? You can choose one of the following ways:
- Via QR code;
- Via mobile wallet
- Via website
For more details on how to pay - in our video."
2025-12-11 06:03:01,@asiaplus,91946,https://t.me/asiaplus/91946,domestic politics,unknown,,", 11 , 

 , 2024 , , , . 

 , , . , . 1 5 .

, , (1978 ..), . , .

 :
 , , 1983 .., 5 ;
 , 1990 .., ;
 , 1981 .., .

 (35 ) (33 ) , , , .

 , 2024 1 , 4 6 

 . 104 (), 195 ( ), 249 () 244 () , .

 Telegram",", 11 , 

 , 2024 , , , . 

 , , . , . 1 5 .

, , (1978 ..), . , .

 :
 , , 1983 .., 5 ;
 , 1990 .., ;
 , 1981 .., .

 (35 ) (33 ) , , , .

 , 2024 1 , 4 6 

 . 104 (), 195 ( ), 249 () 244 () , .

 Telegram"
2025-12-11 06:26:03,@asiaplus,91951,https://t.me/asiaplus/91951,macroeconomics,Uzbekistan,"debt, exports, imports, investment, FDI, budget, deficit, trade, employment, wages, industrial production, reserves, current account, debt, GDP, inflation, interest rates, exchange rate",", . , Fergana.news.

 , 2026 . 1 .

 :
 , ;
 , , ;
 ;
 ;
 ;
 M, N, O G, , , ;
 25 ( $2100).

 1 2026 QR-. , . 1 2026 , .

 1 2026 , , . 30 , .

 2030 1,3 . , 75%.

 Telegram","The country is planning to make all payments for certain goods and services exclusively through bank cards or electronic payment systems starting in 2026. The rules will gradually take effect from April 1st. All state services, utilities (electricity, natural gas, water), alcohol and tobacco products, fuel at gas stations, electricity on charging stations, purchases of any real estate, purchases of vehicles categories M, N, O and G (i.e., passenger cars, buses, trucks, etc.), and all goods and services over 25 million sum ($2100) will be paid exclusively through bank cards or electronic payment systems. By January 1st, 2026, all commercial and service enterprises must implement unified payment QR codes. From January 1st, 2026, foreign companies selling electronic services and goods to Uzbekistan citizens will face strict requirements for registration. If the company does not register within 30 days after notification, its activities in the country will be restricted. The authorities plan to reduce the shadow sector share of GDP by 1.3 times by 2030. It is expected that by this time, the share of non-cash payments in trade and service sectors will reach 75%. More news Telegram"
2025-12-11 06:46:01,@asiaplus,91952,https://t.me/asiaplus/91952,domestic politics,Kyrgyz Republic,,". .

 .

 , , , 45 . 

 , 1-3 .","Residents of the country have been complaining about stricter restrictions on electricity supply for the last month. Energy suppliers blame a decrease in water levels at Nurek Hydroelectric Power Station (NHS). The cause of low water levels was attributed to insufficient rainfall. Now, energy officials say that after recent rainfalls, the inflow of water into the NHS has increased, which has improved electricity supply and residents receive power for 4-5 hours a day. Residents themselves state they get no more than 1-3 hours of electricity per day."
2025-12-11 07:01:37,@asiaplus,91953,https://t.me/asiaplus/91953,domestic politics,unknown,,"! , 

 . - , , , 

 . , , , 

 , , , 

 Telegram","! , 

 . - , , , 

 . , , , 

 , , , 

 Telegram"
2025-12-11 07:22:01,@asiaplus,91954,https://t.me/asiaplus/91954,domestic politics,Russia,,"20- - , . 

 3 . . , .

 , , , .

 , , .

 31 , 1 . .

 Telegram","A court in Russia has issued its first fine for searching 'extremist' content. A 20-year-old resident of Kamensk-Uralsky city, Sergey Glukhikh, was fined 3,000 rubles under a new administrative article about searching materials that the Russian authorities consider 'extremist'. The fine was issued for Glukhikh's search of materials related to the Russian Volunteer Corps and Battalion 'A', which are declared 'terrorist organizations' in Russia. His defense argued that Glukhikh did not specifically seek information but simply 'came across symbols, materials banned organizations' while surfing the internet. It remains unclear how authorities learned what pages Glukhikh was viewing. The law prohibiting searching for 'extremist materials' was signed by Russian President Vladimir Putin on July 31 and came into effect from September 1. This provision carries a fine of up to five thousand rubles."
2025-12-11 07:42:01,@asiaplus,91955,https://t.me/asiaplus/91955,foreign relations,Tajikistan,,", . 

 , . , , , , .

 . https://youtu.be/sR64wccBDh4","The territory of the Botashad 'Iram Gods' in Dushanbe turned into a festive space for one day, where everyone could feel the atmosphere of European Christmas. Visitors were greeted by colorful kiosks, German desserts and baked goods. Throughout the park, festive melodies played, there were delicious aromas, and bright lights created the feeling of a real winter fairy tale - as if part of Germany's embassy had moved to Dushanbe for one day."
2025-12-11 08:02:01,@asiaplus,91956,https://t.me/asiaplus/91956,foreign relations,Kyrgyz Republic,,", , .

 56- , , 10 . 

 , . -2027, .

 . , , , ( - ), () ().

 , , . .

 Telegram","Former football player of Real Madrid and Barcelona, Robert Prosineki, has been appointed as the head coach of Kyrgyzstan's national team. The contract between 56-year-old Prosineki and Kamchybek Tashiev, president of the Football Federation of Kyrgyz Republic, was signed on December 10th. Prosineki will work in the role of head coach for one year and a month. If the national team performs well at the 2027 Asian Cup, the contract will be extended for three more years. Robert Prosineki is a former national player of Croatia. He previously played for clubs like Real Madrid, Barcelona (both Spain), Dinamo Zagreb (Croatia) and Red Star Belgrade (Serbia). He has also worked as head coach for national teams of Azerbaijan, Bosnia and Herzegovina, and clubs like Red Star Belgrade and Olympiacos. For several years he was also part of the coaching staff of Croatia's national team."
2025-12-11 08:22:01,@asiaplus,91957,https://t.me/asiaplus/91957,foreign relations,unknown,,"2025 4 .

 , 71 ( ).

 (32 : 28 ), - .

 , - . . , , , - .

 2025 , , , , , , , , , - .

 2022 ( ) 173 . . 2024 209 . , ( ). 

 Telegram","Citizens of Russia in 2025: only 4 Tajiks. According to RIA Novosti, a non-released document, 71 people received Russian citizenship this year (including six children). The most frequent recipients were French citizens (32 adults and four children), followed by Americans and Germans (six and five respectively). Among the four Tajik citizens who obtained Russian passports - two children. Other holders of Russian passports: four from Italy, three Ukrainians, three Russians born, two Serbs, and two from Lebanon. In 2025, a Russian passport was also acquired by people born in Morocco, Bosnia and Herzegovina, Turkey, Kazakhstan, Syria, Iran, Cameroon, the UK, Croatia, and Yugoslavia (one person each). For comparison, in 2022 (latest available statistics of the Ministry of Internal Affairs of Russia on citizenship acquisition by countries) Russian citizenship was acquired by over 173 thousand Tajiks. In 2024, a total of 209 thousand people became new citizens of Russia from various countries, including Tajikistan (no specific numbers are provided)."
2025-12-11 08:41:40,@asiaplus,91958,https://t.me/asiaplus/91958,domestic politics,Tajikistan,,", , 11 18:00 20:00 , . , . . .

 .

 Telegram","In Dushanbe tonight, movement will be restricted on several streets. According to the city's Ministry of Internal Affairs, from 6 PM to 8 PM today (11 December), all types of transport will be blocked on Rudaki Prospect and also on Sadulariyev Street, Alisher Donish Street, and Mamat Mastongulov Street. Drivers are asked to use adjacent streets and not park in unauthorized places."
2025-12-11 09:01:39,@asiaplus,91959,https://t.me/asiaplus/91959,domestic politics,unknown,,"! 

 -, :
 - 
 
 -
 
 DJ J-Dee 
 

 :
21, 22, 23, 24, 29 !

 : 883-050-005

 !

 !
____","The restaurant 'Ko'hi Parfenaon' invites you to unforgettable new year corporate events! You will enjoy a vibrant show program, tasty menu and atmosphere of magic:
Jazz group 'Borba'd' - live music and cozy evening
Firuz Pal'alev - heartfelt songs
Bahter Ibrokhimov - lively retro hits
Mino - bright and danceable songs
DJ J-Dee - modern rhythms and energy
Santa Claus and Snowgirrl - bring joy and festive mood
Free dates for new year corporate events:
21, 22, 23, 24, 29 December!
Contact details: +7 (83) 050-005
Don't miss the best evening for your company!"
2025-12-11 09:21:45,@asiaplus,91960,https://t.me/asiaplus/91960,domestic politics,unknown,,"- - . .

 . , , , . 

, 40 .","- - . .

 . , , , . 

, 40 ."
2025-12-11 09:38:01,@asiaplus,91961,https://t.me/asiaplus/91961,domestic politics,unknown,,".

 , , , .

 960 . 5000 , 274 . 

 , -, , 1800 . 

 $3,1 .

 Telegram","Helping to clear debris after catastrophic floods in Indonesia are elephants. Trained animals move heavy objects, including fallen trees that block roads, reports the country's Agency for Natural Resources Protection. The number of deaths from flooding and landslides on Sumatra island has risen to 960 people. More than 5,000 have been injured, with 274 still missing. Across five countries in the region Indonesia, Sri Lanka, Malaysia, Thailand, and Vietnam a series of tropical storms and monsoon rains at the end of November resulted in over 1,800 deaths. The cost of recovery on Sumatra alone could reach $3.1 billion."
2025-12-11 09:58:01,@asiaplus,91962,https://t.me/asiaplus/91962,foreign relations,Uzbekistan,,"- - Robotis.

 , , . 66 . 

 .

Robotis, 1999 , .

 Telegram","In Uzbekistan, plans are underway to start producing humanoid robots. As a result of the Uzbek-Korean business dialogue, a memorandum of understanding was signed between the 'Uzeltexsanat' union and one of South Korea's leading companies in robotics, Robotis. The document includes creating production facilities for humanoid robots, establishing a technological base, and manufacturing capacity. Tashkent plans to allocate a 66,000 square meter production site for this purpose. Additionally, the document outlines the creation of a system for training specialists in the new industry. Robotis was founded in Seoul in 1999 and specializes in modular robotic systems and autonomous service robots."
2025-12-11 10:18:01,@asiaplus,91963,https://t.me/asiaplus/91963,foreign relations,unknown,,"Transfermarkt . 

 , , , , 25 .","Transfermarkt updated the list of Asia and Oceania's most expensive football leagues, considering the total player cost, number of foreign players, age balance, and depth of squad. More details."
2025-12-11 10:36:55,@asiaplus,91964,https://t.me/asiaplus/91964,domestic politics,unknown,,", , 84 , . 

 1941 . .

 9 , , Telegram-, , .

 . , . , 1917, 7 1941 , - .

 , .

, . , 84 , - . 

9 . , , . - .

 Telegram",", , 84 , . 

 1941 . .

 9 , , Telegram-, , .

 . , . , 1917, 7 1941 , - .

 , .

, . , 84 , - . 

9 . , , . - .

 Telegram"
2025-12-11 10:54:01,@asiaplus,91965,https://t.me/asiaplus/91965,domestic politics,Tajikistan,,"C. 

21 28 . 

- : , , - , .

 , , .

: 12:00
 - 30 
 (2216291) Echipta.tj.

 Telegram","The opera and ballet theater named after C. Ayni invites for a children's New Year performance 'Ded Moroz's Magic Christmas Tree'. The show will be held on December 21st and 28th, featuring stories like 'Old Man ', 'Aladdin and the Genie', and many other beloved characters that will help lost toys reach Ded Moroz to save New Year. Children and their parents can enjoy colorful songs, dances, vivid decorations, and costumes. Time: 12:00. Ticket price: 30 somoni. Tickets are available at the theater (2216291) or on Echipta.tj website."
2025-12-11 11:14:01,@asiaplus,91966,https://t.me/asiaplus/91966,foreign relations,unknown,,"- : Tashkent video production .

 asia+ .

 , , .

 , . , . , 20 , - .

, 2026 .

 Telegram","A private production company in Uzbekistan is working on a joint Tajik-Uzbek film about Abdurakhmon Jamo and Ali Sher Nava'i titled 'The Glitter of Stars: Jamo and Nava'i'. This was reported by the Tajik director of the film, Fayzullo Fayzov. The shooting process has not yet been completed. Some scenes are to be shot in the studio of Uzbekfilm, including scenes with Shah Bahodin. There is still one week of filming left, but the throne of Shah Bahodin has not yet been prepared. To avoid wasting time, we have already spent almost 20 days editing the film. It is expected that the film about Jamo and Nava'i will be presented to viewers in the run-up to the celebration of Navruz in 2026."
